id_объекта,истинный_класс,prob_Собака,prob_Кошка,prob_Мышь,разрешение,разметчик,неуверенность,энтропия
img_0272.jpg,Собака,0.9433,0.0166,0.0401,800x600,Intern_Vasya,0.0567,0.3637
img_0273.jpg,Собака,0.3508,0.3145,0.3347,1920x1080,Intern_Vasya,0.6492,1.5835
img_0274.jpg,Собака,0.893,0.0726,0.0344,640x480,Intern_Vasya,0.107,0.5877
img_0275.jpg,Мышь,0.8995,0.0119,0.0886,640x480,Expert_Bob,0.1005,0.5233
img_0276.jpg,Кошка,0.0906,0.0785,0.8309,1920x1080,Intern_Vasya,0.1691,0.8241
img_0277.jpg,Кошка,0.0752,0.8742,0.0506,1920x1080,Intern_Vasya,0.1258,0.6681
img_0278.jpg,Собака,0.3302,0.3491,0.3207,640x480,Intern_Vasya,0.6509,1.5841
img_0279.jpg,Кошка,0.3193,0.3296,0.3511,640x480,Intern_Vasya,0.6489,1.5838
img_0280.jpg,Собака,0.3302,0.3271,0.3427,1920x1080,Intern_Vasya,0.6573,1.5847
img_0281.jpg,Собака,0.9227,0.0419,0.0354,800x600,Expert_Bob,0.0773,0.4695
img_0282.jpg,Кошка,0.0124,0.9356,0.052,1920x1080,Intern_Vasya,0.0644,0.3902
img_0283.jpg,Кошка,0.0638,0.8507,0.0856,640x480,Expert_Bob,0.1493,0.7553
img_0284.jpg,Кошка,0.0166,0.9014,0.082,800x600,Expert_Bob,0.0986,0.529
img_0285.jpg,Кошка,0.0489,0.9276,0.0235,1920x1080,Expert_Bob,0.0724,0.4407
img_0286.jpg,Мышь,0.0296,0.0911,0.8793,1920x1080,Intern_Vasya,0.1207,0.6284
img_0287.jpg,Кошка,0.0604,0.0331,0.9064,640x480,Expert_Bob,0.0936,0.5358
img_0288.jpg,Собака,0.8695,0.086,0.0445,800x600,Intern_Vasya,0.1305,0.6796
img_0289.jpg,Собака,0.8438,0.0764,0.0798,640x480,Intern_Vasya,0.1562,0.7813
img_0290.jpg,Собака,0.8827,0.0432,0.0741,640x480,Expert_Bob,0.1173,0.6329
img_0291.jpg,Собака,0.8812,0.0873,0.0316,1920x1080,Intern_Vasya,0.1188,0.6254
img_0292.jpg,Кошка,0.0622,0.8715,0.0663,640x480,Expert_Anna,0.1285,0.6817
img_0293.jpg,Кошка,0.3763,0.3239,0.2998,800x600,Intern_Vasya,0.6237,1.5784
img_0294.jpg,Собака,0.8386,0.0844,0.077,1920x1080,Expert_Anna,0.1614,0.7988
img_0295.jpg,Кошка,0.0715,0.91,0.0185,800x600,Expert_Anna,0.09,0.5024
img_0296.jpg,Собака,0.043,0.8829,0.0742,1920x1080,Expert_Bob,0.1171,0.6323
img_0297.jpg,Собака,0.3038,0.329,0.3673,640x480,Intern_Vasya,0.6327,1.5806
img_0298.jpg,Кошка,0.0175,0.9258,0.0567,640x480,Intern_Vasya,0.0742,0.4399
img_0299.jpg,Собака,0.8809,0.0799,0.0392,1920x1080,Expert_Bob,0.1191,0.6356
img_0300.jpg,Кошка,0.0582,0.0325,0.9093,800x600,Expert_Anna,0.0907,0.5242
img_0301.jpg,Кошка,0.0634,0.8559,0.0806,800x600,Expert_Anna,0.1441,0.7373
img_0302.jpg,Кошка,0.0794,0.8543,0.0663,640x480,Expert_Bob,0.1457,0.7438
img_0303.jpg,Кошка,0.0728,0.0227,0.9044,800x600,Expert_Anna,0.0956,0.5303
img_0304.jpg,Собака,0.8908,0.087,0.0223,1920x1080,Expert_Bob,0.1092,0.5775
img_0305.jpg,Собака,0.8986,0.0229,0.0784,640x480,Intern_Vasya,0.1014,0.5513
img_0306.jpg,Мышь,0.0566,0.0108,0.9326,800x600,Expert_Anna,0.0674,0.3989
img_0307.jpg,Мышь,0.3645,0.3405,0.295,1920x1080,Expert_Anna,0.6355,1.5795
img_0308.jpg,Кошка,0.0693,0.8478,0.0829,640x480,Expert_Anna,0.1522,0.7666
img_0309.jpg,Кошка,0.0755,0.8316,0.0929,1920x1080,Intern_Vasya,0.1684,0.8211
img_0310.jpg,Собака,0.0629,0.919,0.0181,1920x1080,Expert_Anna,0.081,0.4678
img_0311.jpg,Кошка,0.365,0.3106,0.3245,1920x1080,Intern_Vasya,0.635,1.5816
img_0312.jpg,Кошка,0.0736,0.8641,0.0623,800x600,Expert_Anna,0.1359,0.7086
img_0313.jpg,Кошка,0.0578,0.8645,0.0776,800x600,Expert_Anna,0.1355,0.7055
img_0314.jpg,Собака,0.9049,0.0743,0.0208,1920x1080,Intern_Vasya,0.0951,0.5253
img_0315.jpg,Собака,0.9458,0.0127,0.0414,800x600,Intern_Vasya,0.0542,0.3462
img_0316.jpg,Кошка,0.0808,0.8681,0.0511,1920x1080,Intern_Vasya,0.1319,0.6897
img_0317.jpg,Собака,0.366,0.3206,0.3134,640x480,Intern_Vasya,0.634,1.5815
img_0318.jpg,Собака,0.2919,0.3639,0.3441,1920x1080,Expert_Anna,0.6361,1.5789
img_0319.jpg,Мышь,0.9125,0.0172,0.0703,800x600,Intern_Vasya,0.0875,0.4906
img_0320.jpg,Собака,0.3112,0.39,0.2988,800x600,Expert_Anna,0.61,1.5746
img_0321.jpg,Кошка,0.048,0.905,0.0469,1920x1080,Expert_Anna,0.095,0.5476
img_0322.jpg,Собака,0.3149,0.3126,0.3726,640x480,Intern_Vasya,0.6274,1.5801
img_0323.jpg,Кошка,0.051,0.9155,0.0334,640x480,Intern_Vasya,0.0845,0.4994
img_0324.jpg,Собака,0.8961,0.0638,0.0401,800x600,Expert_Anna,0.1039,0.5812
img_0325.jpg,Кошка,0.0504,0.9241,0.0256,640x480,Intern_Vasya,0.0759,0.4578
img_0326.jpg,Кошка,0.0719,0.8506,0.0775,1920x1080,Expert_Bob,0.1494,0.7576
img_0327.jpg,Собака,0.9656,0.0216,0.0128,800x600,Expert_Bob,0.0344,0.2488
img_0328.jpg,Собака,0.3287,0.3556,0.3157,800x600,Expert_Bob,0.6444,1.5832
img_0329.jpg,Собака,0.9046,0.0218,0.0736,1920x1080,Intern_Vasya,0.0954,0.5282
img_0330.jpg,Кошка,0.0294,0.9541,0.0165,1920x1080,Expert_Anna,0.0459,0.312
img_0331.jpg,Собака,0.3107,0.3744,0.3149,800x600,Expert_Anna,0.6256,1.5796
img_0332.jpg,Кошка,0.0541,0.9284,0.0175,640x480,Intern_Vasya,0.0716,0.4293
img_0333.jpg,Собака,0.9029,0.062,0.0351,800x600,Intern_Vasya,0.0971,0.5514
img_0334.jpg,Кошка,0.0881,0.8982,0.0137,640x480,Expert_Anna,0.1018,0.5327
img_0335.jpg,Мышь,0.2954,0.3195,0.3851,800x600,Expert_Anna,0.6149,1.5758
img_0336.jpg,Кошка,0.0223,0.9134,0.0642,640x480,Expert_Bob,0.0866,0.496
img_0337.jpg,Собака,0.947,0.0115,0.0415,640x480,Expert_Bob,0.053,0.339
img_0338.jpg,Собака,0.9373,0.0478,0.0149,1920x1080,Expert_Bob,0.0627,0.3877
img_0339.jpg,Кошка,0.0458,0.022,0.9322,640x480,Intern_Vasya,0.0678,0.4193
img_0340.jpg,Кошка,0.0885,0.8844,0.027,640x480,Intern_Vasya,0.1156,0.607
img_0341.jpg,Кошка,0.0636,0.9243,0.0121,1920x1080,Expert_Bob,0.0757,0.4348
img_0342.jpg,Кошка,0.0139,0.916,0.07,800x600,Expert_Bob,0.084,0.4702
img_0343.jpg,Собака,0.0694,0.8927,0.0379,640x480,Intern_Vasya,0.1073,0.5922
img_0344.jpg,Собака,0.8644,0.0819,0.0536,640x480,Expert_Anna,0.1356,0.7037
img_0345.jpg,Собака,0.8823,0.0638,0.0539,800x600,Expert_Bob,0.1177,0.6398
img_0346.jpg,Собака,0.9457,0.0176,0.0367,800x600,Intern_Vasya,0.0543,0.3537
img_0347.jpg,Собака,0.0842,0.8226,0.0931,640x480,Expert_Anna,0.1774,0.8512
img_0348.jpg,Кошка,0.0266,0.9034,0.07,640x480,Expert_Anna,0.0966,0.5401
img_0349.jpg,Кошка,0.0555,0.9162,0.0283,640x480,Expert_Bob,0.0838,0.4927
img_0350.jpg,Собака,0.9059,0.0668,0.0273,800x600,Expert_Anna,0.0941,0.5318
img_0351.jpg,Кошка,0.0176,0.947,0.0354,800x600,Expert_Anna,0.053,0.3476
img_0352.jpg,Собака,0.3385,0.3347,0.3269,800x600,Intern_Vasya,0.6615,1.5848
img_0353.jpg,Кошка,0.0447,0.9151,0.0402,800x600,Intern_Vasya,0.0849,0.5039
img_0354.jpg,Собака,0.8547,0.0852,0.0601,1920x1080,Expert_Anna,0.1453,0.7401
img_0355.jpg,Кошка,0.0663,0.8556,0.0781,1920x1080,Expert_Anna,0.1444,0.7394
img_0356.jpg,Собака,0.9083,0.0326,0.0591,1920x1080,Expert_Bob,0.0917,0.5282
img_0357.jpg,Кошка,0.028,0.9074,0.0646,640x480,Intern_Vasya,0.0926,0.527
img_0358.jpg,Кошка,0.023,0.8801,0.0969,640x480,Expert_Anna,0.1199,0.6136
img_0359.jpg,Собака,0.8861,0.0897,0.0242,1920x1080,Expert_Bob,0.1139,0.5966
img_0360.jpg,Кошка,0.0529,0.8611,0.086,640x480,Intern_Vasya,0.1389,0.7145
img_0361.jpg,Собака,0.8872,0.0452,0.0676,1920x1080,Expert_Bob,0.1128,0.6179
img_0362.jpg,Собака,0.0451,0.9218,0.0331,800x600,Intern_Vasya,0.0782,0.4727
img_0363.jpg,Кошка,0.0376,0.9416,0.0208,1920x1080,Expert_Anna,0.0584,0.3759
img_0364.jpg,Собака,0.9456,0.0355,0.0189,1920x1080,Expert_Bob,0.0544,0.3555
img_0365.jpg,Кошка,0.3259,0.3178,0.3563,1920x1080,Expert_Bob,0.6437,1.5832
img_0366.jpg,Кошка,0.0465,0.891,0.0625,640x480,Expert_Anna,0.109,0.6042
img_0367.jpg,Кошка,0.0256,0.9608,0.0136,800x600,Expert_Bob,0.0392,0.2751
img_0368.jpg,Кошка,0.0648,0.049,0.8861,1920x1080,Expert_Anna,0.1139,0.6236
img_0369.jpg,Собака,0.8756,0.094,0.0304,1920x1080,Intern_Vasya,0.1244,0.6417
img_0370.jpg,Собака,0.328,0.316,0.356,1920x1080,Expert_Anna,0.644,1.5832
img_0371.jpg,Мышь,0.3893,0.3062,0.3044,800x600,Intern_Vasya,0.6107,1.575
img_0372.jpg,Кошка,0.0514,0.9095,0.039,640x480,Intern_Vasya,0.0905,0.5271
img_0373.jpg,Кошка,0.2937,0.315,0.3913,640x480,Expert_Bob,0.6087,1.5738
img_0374.jpg,Собака,0.8967,0.0102,0.0931,800x600,Intern_Vasya,0.1033,0.5274
img_0375.jpg,Собака,0.8927,0.0509,0.0564,1920x1080,Expert_Bob,0.1073,0.5988
img_0376.jpg,Кошка,0.0744,0.9121,0.0135,800x600,Expert_Anna,0.0879,0.4838
img_0377.jpg,Собака,0.0651,0.8723,0.0626,1920x1080,Intern_Vasya,0.1277,0.6788
img_0378.jpg,Кошка,0.0175,0.0669,0.9156,640x480,Intern_Vasya,0.0844,0.4796
img_0379.jpg,Кошка,0.0238,0.8979,0.0783,640x480,Intern_Vasya,0.1021,0.5556
img_0380.jpg,Кошка,0.0649,0.8756,0.0595,640x480,Intern_Vasya,0.1244,0.6661
img_0381.jpg,Собака,0.336,0.2921,0.3719,640x480,Expert_Anna,0.6281,1.578
img_0382.jpg,Мышь,0.0675,0.0664,0.8662,800x600,Intern_Vasya,0.1338,0.7018
img_0383.jpg,Собака,0.3309,0.3679,0.3011,1920x1080,Expert_Anna,0.6321,1.5801
img_0384.jpg,Кошка,0.0599,0.0865,0.8535,640x480,Intern_Vasya,0.1465,0.7438
img_0385.jpg,Кошка,0.0451,0.8772,0.0777,800x600,Expert_Bob,0.1228,0.6538
img_0386.jpg,Собака,0.8642,0.0893,0.0465,640x480,Expert_Anna,0.1358,0.699
img_0387.jpg,Кошка,0.3229,0.3453,0.3318,1920x1080,Expert_Bob,0.6547,1.5844
img_0388.jpg,Собака,0.341,0.3161,0.3429,800x600,Expert_Bob,0.6571,1.584
img_0389.jpg,Кошка,0.3184,0.3756,0.306,640x480,Expert_Anna,0.6244,1.5791
img_0390.jpg,Собака,0.9132,0.0421,0.0447,1920x1080,Expert_Bob,0.0868,0.5124
img_0391.jpg,Собака,0.333,0.3497,0.3172,640x480,Expert_Bob,0.6503,1.5838
img_0392.jpg,Собака,0.3459,0.3409,0.3132,1920x1080,Expert_Bob,0.6541,1.5836
img_0393.jpg,Кошка,0.3275,0.3434,0.3291,800x600,Expert_Anna,0.6566,1.5846
img_0394.jpg,Кошка,0.052,0.0444,0.9036,640x480,Intern_Vasya,0.0964,0.5534
img_0395.jpg,Кошка,0.055,0.9029,0.0421,640x480,Expert_Bob,0.0971,0.5556
img_0396.jpg,Кошка,0.045,0.8981,0.0569,800x600,Expert_Anna,0.1019,0.5759
img_0397.jpg,Мышь,0.0689,0.0727,0.8583,800x600,Expert_Anna,0.1417,0.7301
img_0398.jpg,Собака,0.9602,0.0287,0.0111,1920x1080,Expert_Bob,0.0398,0.2754
img_0399.jpg,Кошка,0.0912,0.8149,0.0938,640x480,Intern_Vasya,0.1851,0.876
img_0400.jpg,Кошка,0.0936,0.8874,0.019,800x600,Intern_Vasya,0.1126,0.5814
img_0401.jpg,Собака,0.9286,0.0347,0.0367,1920x1080,Expert_Anna,0.0714,0.4425
img_0402.jpg,Кошка,0.3352,0.3224,0.3424,1920x1080,Intern_Vasya,0.6576,1.5845
img_0403.jpg,Собака,0.9097,0.0382,0.0522,640x480,Intern_Vasya,0.0903,0.5265
img_0404.jpg,Собака,0.9021,0.0715,0.0264,800x600,Intern_Vasya,0.0979,0.5446
img_0405.jpg,Кошка,0.075,0.8629,0.0621,1920x1080,Expert_Bob,0.1371,0.7128
img_0406.jpg,Мышь,0.35,0.3147,0.3354,1920x1080,Expert_Bob,0.65,1.5836
img_0407.jpg,Кошка,0.0538,0.8858,0.0605,800x600,Expert_Bob,0.1142,0.6266
img_0408.jpg,Кошка,0.3148,0.3442,0.341,640x480,Intern_Vasya,0.6558,1.5838
img_0409.jpg,Собака,0.9032,0.0299,0.0668,1920x1080,Intern_Vasya,0.0968,0.5449
img_0410.jpg,Собака,0.8642,0.0931,0.0428,640x480,Expert_Bob,0.1358,0.6954
img_0411.jpg,Кошка,0.0768,0.8428,0.0804,1920x1080,Intern_Vasya,0.1572,0.7847
img_0412.jpg,Кошка,0.0719,0.0191,0.909,800x600,Expert_Anna,0.091,0.5073
img_0413.jpg,Кошка,0.0569,0.8739,0.0692,640x480,Expert_Anna,0.1261,0.6719
img_0414.jpg,Кошка,0.0306,0.9568,0.0126,1920x1080,Expert_Bob,0.0432,0.2944
img_0415.jpg,Кошка,0.0648,0.0593,0.8759,800x600,Expert_Anna,0.1241,0.665
img_0416.jpg,Собака,0.8432,0.0559,0.101,800x600,Expert_Anna,0.1568,0.7741
img_0417.jpg,Собака,0.908,0.045,0.0471,1920x1080,Intern_Vasya,0.092,0.5354
img_0418.jpg,Кошка,0.3387,0.3773,0.284,1920x1080,Expert_Anna,0.6227,1.5753
img_0419.jpg,Собака,0.0207,0.9128,0.0665,640x480,Expert_Anna,0.0872,0.496
img_0420.jpg,Кошка,0.0182,0.886,0.0958,640x480,Expert_Anna,0.114,0.5841
img_0421.jpg,Кошка,0.0437,0.9094,0.0469,1920x1080,Expert_Anna,0.0906,0.529
img_0422.jpg,Кошка,0.3357,0.3002,0.3641,640x480,Expert_Bob,0.6359,1.5805
img_0423.jpg,Собака,0.8621,0.0547,0.0833,800x600,Expert_Anna,0.1379,0.7125
img_0424.jpg,Собака,0.9213,0.0389,0.0397,640x480,Expert_Bob,0.0787,0.476
img_0425.jpg,Собака,0.0906,0.8546,0.0548,800x600,Intern_Vasya,0.1454,0.7372
img_0426.jpg,Кошка,0.3406,0.3087,0.3507,640x480,Expert_Anna,0.6493,1.5829
img_0427.jpg,Кошка,0.0956,0.8328,0.0716,1920x1080,Intern_Vasya,0.1672,0.816
img_0428.jpg,Собака,0.9316,0.0185,0.0499,1920x1080,Intern_Vasya,0.0684,0.4175
img_0429.jpg,Кошка,0.0376,0.8882,0.0742,800x600,Expert_Anna,0.1118,0.6083
img_0430.jpg,Мышь,0.0292,0.0431,0.9277,640x480,Intern_Vasya,0.0723,0.4448
img_0431.jpg,Собака,0.0867,0.8338,0.0796,1920x1080,Intern_Vasya,0.1662,0.8151
img_0432.jpg,Собака,0.8957,0.0196,0.0847,640x480,Expert_Anna,0.1043,0.5552
img_0433.jpg,Собака,0.8396,0.0836,0.0768,1920x1080,Intern_Vasya,0.1604,0.7955
img_0434.jpg,Кошка,0.0416,0.9111,0.0473,640x480,Intern_Vasya,0.0889,0.5214
img_0435.jpg,Кошка,0.0936,0.8691,0.0372,800x600,Intern_Vasya,0.1309,0.6724
img_0436.jpg,Собака,0.3227,0.3479,0.3295,640x480,Expert_Bob,0.6521,1.5842
img_0437.jpg,Мышь,0.0836,0.0493,0.8671,1920x1080,Expert_Anna,0.1329,0.6918
img_0438.jpg,Собака,0.3084,0.3927,0.2989,800x600,Expert_Anna,0.6073,1.5737
img_0439.jpg,Собака,0.8786,0.0403,0.0811,1920x1080,Expert_Anna,0.1214,0.6447
img_0440.jpg,Собака,0.8731,0.0868,0.0401,800x600,Intern_Vasya,0.1269,0.6631
img_0441.jpg,Собака,0.8982,0.0266,0.0753,640x480,Expert_Anna,0.1018,0.5593
img_0442.jpg,Собака,0.0971,0.8194,0.0834,1920x1080,Intern_Vasya,0.1806,0.861
img_0443.jpg,Собака,0.8617,0.0876,0.0507,800x600,Expert_Bob,0.1383,0.7109
img_0444.jpg,Кошка,0.3586,0.3093,0.3322,800x600,Expert_Bob,0.6414,1.5823
img_0445.jpg,Мышь,0.052,0.0263,0.9217,800x600,Expert_Bob,0.0783,0.4683
img_0446.jpg,Кошка,0.0122,0.8924,0.0954,1920x1080,Intern_Vasya,0.1076,0.5475
img_0447.jpg,Собака,0.9115,0.0498,0.0387,1920x1080,Intern_Vasya,0.0885,0.5189
img_0448.jpg,Собака,0.9061,0.021,0.0729,800x600,Intern_Vasya,0.0939,0.5214
img_0449.jpg,Собака,0.898,0.0758,0.0262,640x480,Expert_Bob,0.102,0.5591
img_0450.jpg,Собака,0.9369,0.0487,0.0144,800x600,Expert_Anna,0.0631,0.3885
img_0451.jpg,Кошка,0.0163,0.0777,0.906,640x480,Expert_Bob,0.094,0.5122
img_0452.jpg,Собака,0.0259,0.9317,0.0424,1920x1080,Expert_Anna,0.0683,0.4249
img_0453.jpg,Кошка,0.0647,0.8853,0.05,640x480,Intern_Vasya,0.1147,0.6273
img_0454.jpg,Кошка,0.078,0.0613,0.8607,1920x1080,Intern_Vasya,0.1393,0.7203
img_0455.jpg,Кошка,0.0548,0.9244,0.0208,1920x1080,Expert_Anna,0.0756,0.4506
img_0456.jpg,Собака,0.3416,0.3253,0.333,800x600,Expert_Bob,0.6584,1.5847
img_0457.jpg,Кошка,0.0442,0.8847,0.0711,1920x1080,Intern_Vasya,0.1153,0.6264
img_0458.jpg,Собака,0.8886,0.0525,0.059,800x600,Expert_Anna,0.1114,0.6155
img_0459.jpg,Кошка,0.0349,0.9418,0.0233,800x600,Expert_Bob,0.0582,0.3768
img_0460.jpg,Кошка,0.0281,0.9416,0.0303,1920x1080,Expert_Anna,0.0584,0.3794
img_0461.jpg,Кошка,0.0858,0.8578,0.0563,800x600,Intern_Vasya,0.1422,0.7275
img_0462.jpg,Собака,0.3236,0.3242,0.3522,640x480,Expert_Bob,0.6478,1.5838
img_0463.jpg,Собака,0.3138,0.3668,0.3194,640x480,Expert_Bob,0.6332,1.5813
img_0464.jpg,Собака,0.8709,0.0763,0.0528,1920x1080,Expert_Bob,0.1291,0.681
img_0465.jpg,Собака,0.3151,0.3313,0.3536,1920x1080,Intern_Vasya,0.6464,1.5833
img_0466.jpg,Мышь,0.8295,0.0926,0.078,640x480,Expert_Bob,0.1705,0.8287
img_0467.jpg,Кошка,0.0676,0.9015,0.0309,800x600,Expert_Bob,0.0985,0.5526
img_0468.jpg,Кошка,0.2867,0.384,0.3294,640x480,Intern_Vasya,0.616,1.5747
img_0469.jpg,Собака,0.8521,0.0642,0.0838,1920x1080,Expert_Anna,0.1479,0.7508
img_0470.jpg,Мышь,0.352,0.3059,0.3421,1920x1080,Expert_Bob,0.648,1.5824
img_0471.jpg,Собака,0.8752,0.0719,0.0528,800x600,Expert_Bob,0.1248,0.6654
img_0472.jpg,Кошка,0.0152,0.9022,0.0826,640x480,Expert_Anna,0.0978,0.5229
img_0473.jpg,Собака,0.8977,0.0106,0.0917,640x480,Intern_Vasya,0.1023,0.5254
img_0474.jpg,Собака,0.9238,0.0358,0.0404,800x600,Intern_Vasya,0.0762,0.4646
img_0475.jpg,Собака,0.0761,0.8958,0.0281,640x480,Expert_Anna,0.1042,0.5698
img_0476.jpg,Собака,0.3396,0.3596,0.3008,800x600,Expert_Anna,0.6404,1.5811
img_0477.jpg,Кошка,0.2947,0.3116,0.3937,640x480,Intern_Vasya,0.6063,1.5731
img_0478.jpg,Собака,0.0375,0.8946,0.0679,800x600,Intern_Vasya,0.1054,0.5849
img_0479.jpg,Кошка,0.0274,0.9098,0.0628,1920x1080,Intern_Vasya,0.0902,0.517
img_0480.jpg,Собака,0.9323,0.0547,0.0131,800x600,Intern_Vasya,0.0677,0.4055
img_0481.jpg,Собака,0.0748,0.8355,0.0897,640x480,Expert_Bob,0.1645,0.8085
img_0482.jpg,Кошка,0.0583,0.8641,0.0776,640x480,Intern_Vasya,0.1359,0.7073
img_0483.jpg,Собака,0.2959,0.3273,0.3768,640x480,Intern_Vasya,0.6232,1.5778
img_0484.jpg,Собака,0.3174,0.3434,0.3392,640x480,Intern_Vasya,0.6566,1.5841
img_0485.jpg,Собака,0.3086,0.3347,0.3566,640x480,Intern_Vasya,0.6434,1.5824
img_0486.jpg,Собака,0.0308,0.9422,0.027,1920x1080,Expert_Anna,0.0578,0.3763
img_0487.jpg,Собака,0.0611,0.8641,0.0748,640x480,Expert_Bob,0.1359,0.7083
img_0488.jpg,Кошка,0.3467,0.3631,0.2902,800x600,Intern_Vasya,0.6369,1.5785
img_0489.jpg,Кошка,0.0707,0.8514,0.0778,640x480,Intern_Vasya,0.1486,0.7544
img_0490.jpg,Собака,0.0791,0.8951,0.0257,800x600,Expert_Anna,0.1049,0.5684
img_0491.jpg,Кошка,0.3616,0.3667,0.2717,800x600,Expert_Bob,0.6333,1.5722
img_0492.jpg,Собака,0.9077,0.0208,0.0716,800x600,Expert_Bob,0.0923,0.5154
img_0493.jpg,Собака,0.8693,0.0514,0.0793,640x480,Expert_Anna,0.1307,0.6857
img_0494.jpg,Собака,0.3296,0.3442,0.3262,640x480,Expert_Bob,0.6558,1.5846
img_0495.jpg,Мышь,0.0346,0.0572,0.9082,800x600,Intern_Vasya,0.0918,0.5302
img_0496.jpg,Кошка,0.0687,0.9064,0.0249,800x600,Expert_Anna,0.0936,0.5266
img_0497.jpg,Собака,0.9018,0.0294,0.0688,1920x1080,Expert_Anna,0.0982,0.5497
img_0498.jpg,Собака,0.8675,0.0477,0.0848,640x480,Expert_Bob,0.1325,0.6892
img_0499.jpg,Собака,0.0624,0.8695,0.0681,1920x1080,Expert_Bob,0.1305,0.6891
img_0500.jpg,Кошка,0.3096,0.3614,0.3291,1920x1080,Expert_Anna,0.6386,1.582
img_0501.jpg,Собака,0.9113,0.076,0.0128,800x600,Expert_Bob,0.0887,0.4852
img_0502.jpg,Собака,0.8609,0.0961,0.0431,800x600,Intern_Vasya,0.1391,0.7063
img_0503.jpg,Собака,0.8867,0.0336,0.0797,640x480,Expert_Bob,0.1133,0.6092
img_0504.jpg,Собака,0.8854,0.0461,0.0686,640x480,Intern_Vasya,0.1146,0.6253
img_0505.jpg,Кошка,0.0608,0.894,0.0452,1920x1080,Expert_Anna,0.106,0.5921
img_0506.jpg,Собака,0.0103,0.9479,0.0419,640x480,Expert_Bob,0.0521,0.3329
img_0507.jpg,Кошка,0.0185,0.9279,0.0536,800x600,Expert_Anna,0.0721,0.4329
img_0508.jpg,Кошка,0.0161,0.9223,0.0616,640x480,Expert_Bob,0.0777,0.4512
img_0509.jpg,Собака,0.8474,0.0706,0.0821,640x480,Expert_Bob,0.1526,0.7685
img_0510.jpg,Кошка,0.3662,0.3432,0.2906,640x480,Expert_Anna,0.6338,1.5784
img_0511.jpg,Собака,0.8856,0.038,0.0764,800x600,Expert_Bob,0.1144,0.618
img_0512.jpg,Кошка,0.0845,0.8638,0.0518,1920x1080,Expert_Anna,0.1362,0.7049
img_0513.jpg,Кошка,0.044,0.9361,0.02,1920x1080,Expert_Anna,0.0639,0.4003
img_0514.jpg,Собака,0.3137,0.3356,0.3507,800x600,Intern_Vasya,0.6493,1.5835
img_0515.jpg,Собака,0.3556,0.3375,0.3069,640x480,Expert_Anna,0.6444,1.5823
img_0516.jpg,Собака,0.3422,0.3671,0.2907,1920x1080,Expert_Bob,0.6329,1.5783
img_0517.jpg,Мышь,0.3168,0.3691,0.3142,800x600,Intern_Vasya,0.6309,1.5809
img_0518.jpg,Собака,0.0642,0.908,0.0278,640x480,Expert_Bob,0.092,0.5244
img_0519.jpg,Кошка,0.0397,0.9483,0.0121,1920x1080,Expert_Bob,0.0517,0.3345
img_0520.jpg,Собака,0.9128,0.0528,0.0344,800x600,Intern_Vasya,0.0872,0.5114
img_0521.jpg,Собака,0.0308,0.8873,0.0818,640x480,Intern_Vasya,0.1127,0.6032
img_0522.jpg,Собака,0.8698,0.0802,0.05,640x480,Intern_Vasya,0.1302,0.6831
img_0523.jpg,Кошка,0.3107,0.3157,0.3736,640x480,Expert_Bob,0.6264,1.5798
img_0524.jpg,Собака,0.3244,0.3283,0.3473,640x480,Expert_Bob,0.6527,1.5843
img_0525.jpg,Собака,0.3553,0.3048,0.3398,1920x1080,Intern_Vasya,0.6447,1.582
img_0526.jpg,Кошка,0.0207,0.9149,0.0644,1920x1080,Expert_Bob,0.0851,0.488
img_0527.jpg,Собака,0.9439,0.0168,0.0393,640x480,Expert_Anna,0.0561,0.3612
img_0528.jpg,Собака,0.3077,0.3844,0.3079,800x600,Intern_Vasya,0.6156,1.5767
img_0529.jpg,Кошка,0.3078,0.3666,0.3256,640x480,Expert_Anna,0.6334,1.5811
img_0530.jpg,Кошка,0.0886,0.0176,0.8938,800x600,Intern_Vasya,0.1062,0.5571
img_0531.jpg,Собака,0.0166,0.9594,0.024,800x600,Intern_Vasya,0.0406,0.2847
img_0532.jpg,Собака,0.8588,0.0441,0.0972,640x480,Intern_Vasya,0.1412,0.7141
img_0533.jpg,Кошка,0.3241,0.3615,0.3144,640x480,Expert_Bob,0.6385,1.5823
img_0534.jpg,Собака,0.9316,0.0161,0.0523,640x480,Expert_Bob,0.0684,0.4138
img_0535.jpg,Собака,0.0733,0.8946,0.032,800x600,Expert_Bob,0.1054,0.579
img_0536.jpg,Кошка,0.3082,0.3562,0.3355,800x600,Expert_Bob,0.6438,1.5824
img_0537.jpg,Собака,0.8855,0.0698,0.0447,640x480,Expert_Bob,0.1145,0.6238
img_0538.jpg,Собака,0.9386,0.0296,0.0318,640x480,Expert_Bob,0.0614,0.3943
img_0539.jpg,Кошка,0.0579,0.9226,0.0195,800x600,Expert_Anna,0.0774,0.456
img_0540.jpg,Собака,0.9096,0.0162,0.0742,640x480,Expert_Anna,0.0904,0.4991
img_0541.jpg,Собака,0.888,0.0547,0.0573,800x600,Intern_Vasya,0.112,0.6179
img_0542.jpg,Собака,0.85,0.0828,0.0672,640x480,Expert_Bob,0.15,0.7587
img_0543.jpg,Кошка,0.3177,0.3513,0.331,1920x1080,Expert_Anna,0.6487,1.5837
img_0544.jpg,Кошка,0.0158,0.9004,0.0838,1920x1080,Expert_Anna,0.0996,0.5306
